"Id. autor","Apellidos","Nombres","Sexo","Año de nacimiento","Año de muerte","Disciplina","Enlaces","Fuentes"
"8837","Benasayag","Miguel","H","1953","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8642","Benda","Ana","M","1946","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8643","Bendersky","Manuel Lázaro","H","1944","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8644","Benesdra","Julie","M","1947","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8645","Benesdra","Salvador","H","1952","1996","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8646","Benítez","Luis","H","1956","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8648","Bepré","Julio","H","1940","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8649","Berbeglia","Carlos Enrique","H","1944","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8650","Berengan","Augusto","H","1949","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8838","Bergel","Pablo","H","1946","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8881","Berisso","Emilio","H","1878","1922","Escritura","","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8882","Berisso","Luis","H","1866","1944","Escritura","","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8651","Bermúdez Arceo","Viviana","M","1950","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8652","Bernardello","Niní","M","1940","","Escritura, Artes visuales","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8839","Bernárdez","Francisco Luis","H","1900","1978","Escritura","https://es.wikipedia.org/wiki/Francisco_Luis_Bern%C3%A1rdez","Diccionario de autores latinoamericanos. 2001; Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8883","Bernárdez Jacques","Elbio","H","1894","1963","Escritura","","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8653","Bernatek","Carlos","H","1955","","Escritura","https://es.wikipedia.org/wiki/Carlos_Bernatek","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8840","Bernetti","Jorge Luis","H","1946","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8654","Bernstein","Gustavo Martín","H","1966","","Escritura, Artes visuales, Audiovisual","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8655","Berra","Héctor","H","1946","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9631","Berrondo","Máximo","H","1927","","Audiovisual","https://es.wikipedia.org/wiki/M%C3%A1ximo_Berrondo; http://www.imdb.com/name/nm0077435/; http://www.cinenacional.com/persona/maximo-berrondo","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8884","Berrutti","José Jacinto","H","1871","1951","Escritura","","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8656","Berti","Eduardo","H","1964","","Escritura","https://es.wikipedia.org/wiki/Eduardo_Berti","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8841","Bertolé","Emilia","M","1896","1949","Escritura, Artes visuales","https://es.wikipedia.org/wiki/Emilia_Bertol%C3%A9","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"9726","Bertolozzi de Oyuela","María C.","M","1888","1935","Escritura","","Narradoras argentinas (1852-1932). 1995"
"8657","Bertone","Concepción","M","1947","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8658","Bertuccio","Marcelo","H","1961","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9632","Berú","Mauricio","H","1927","","Audiovisual","http://www.cinenacional.com/persona/mauricio-beru; http://www.imdb.com/name/nm0078589/","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8885","Besio Moreno","Nicolás","H","1879","1962","Escritura","","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8659","Bestard","Pablo","H","1965","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8660","Betanzos","Miguel","H","1962","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8886","Betinoti","José ","H","1878","1915","Escritura, Música","https://es.wikipedia.org/wiki/Jos%C3%A9_Betinotti","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8842","Betti","Atilio Fernando","H","1922","1993","Escritura","http://www.fundacionkonex.com.ar/b84-atilio_fernando_betti","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"9633","Biaghetti","Carlos","H","","1983","Audiovisual","http://www.imdb.com/name/nm1064765/; http://www.cinenacional.com/persona/carlos-biaghetti","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8843","Biagioni","Amelia","M","1916","2000","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8661","Bialakowsky","Alberto Leonardo","H","1946","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8844","Bianchi","Sebastián","H","1966","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8662","Bianchi de Zeballos","Hebe","M","1940","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8845","Bianciotti","Héctor","H","1930","2012","Escritura","https://es.wikipedia.org/wiki/H%C3%A9ctor_Bianciotti","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8846","Bianco","José","H","1908","1986","Escritura","https://es.wikipedia.org/wiki/Jos%C3%A9_Bianco","Diccionario de autores latinoamericanos. 2001; Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8887","Bidone","Humberto","H","1891","","Escritura","","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8888","Biedma","José Juan","H","1864","1933","Escritura","","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8663","Bielsa","Rafael","H","1953","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8847","Bignozzi","Juana","M","1937","2015","Escritura","https://es.wikipedia.org/wiki/Juana_Bignozzi; http://www.fundacionkonex.com.ar/b2638-juana_bignozzi","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8664","Bigongiari","Diego","H","1956","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8889","Bilbao","Manuel","H","1871","1935","Escritura","","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8848","Binetti","Mario","H","1916","1980","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8890","Bioy","Adolfo","H","1882","1962","Escritura","","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8849","Bioy Casares","Adolfo","H","1914","1999","Escritura","https://es.wikipedia.org/wiki/Adolfo_Bioy_Casares; http://www.cervantes.es/bibliotecas_documentacion_espanol/biografias/cairo_adolfo_bioy_casares.htm; http://www.fundacionkonex.com.ar/b1901-adolfo_bioy_casares","Diccionario de autores latinoamericanos. 2001; Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8666","Bird","Poldy","M","1941","","Escritura","https://es.wikipedia.org/wiki/Poldy_Bird","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8667","Birmajer","Marcelo Javier","H","1966","","Escritura","https://es.wikipedia.org/wiki/Marcelo_Birmajer; http://www.fundacionkonex.com.ar/b2588-marcelo_birmajer","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9634","Birri","Fernando","H","1925","","Audiovisual","https://es.wikipedia.org/wiki/Fernando_Birri; http://www.cinenacional.com/persona/fernando-birri; http://www.imdb.com/name/nm0083767/","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8668","Bisso","César","H","1952","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8669","Bizzio","Sergio","H","1956","","Escritura, Música, Audiovisual","https://es.wikipedia.org/wiki/Sergio_Bizzio; http://www.imdb.com/name/nm0084244/","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8850","Blaisten","Isidoro","H","1933","2004","Escritura","https://es.wikipedia.org/wiki/Isidoro_Blaisten","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8670","Blanchard","Enrique","H","1944","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8851","Blasetti","Alberto Claudio","H","1923","2005","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8671","Blaustein","Eduardo","H","1957","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8852","Blomberg","Héctor Pedro","H","1889","1955","Escritura, Música, Artes escénicas","https://es.wikipedia.org/wiki/H%C3%A9ctor_Pedro_Blomberg","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"9635","Bo","Armando Jorge","H","1915","1981","Música, Audiovisual","https://es.wikipedia.org/wiki/Armando_B%C3%B3; http://www.imdb.com/name/nm0090109/; http://www.cinenacional.com/persona/armando-bo","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8672","Boccanera","Jorge","H","1952","","Escritura","https://es.wikipedia.org/wiki/Jorge_Boccanera","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8673","Boco","Alberto","H","1949","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8674","Bogomolny","María Inés","M","1944","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8675","Boido","Guillermo","H","1941","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8676","Bonasso","Miguel","H","1940","","Escritura","https://es.wikipedia.org/wiki/Miguel_Bonasso","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8853","Bondoni","Néstor","H","1916","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"9436","Boneo","Martín León","H","1829","1915","Artes visuales","https://es.wikipedia.org/wiki/Mart%C3%ADn_Boneo","23 pintores de la Argentina. 1810-1900. 1978"
"8854","Boneo","Martín Alberto","H","1913","1973","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8677","Bonfanti","Fernando","H","1958","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8678","Bonilla","Alcira","M","1944","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8855","Bonomini","Ángel","H","1929","1994","Escritura","https://es.wikipedia.org/wiki/%C3%81ngel_Bonomini; http://www.fundacionkonex.com.ar/b32-%C3%81ngel__bonomini","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8679","Bontá","Pablo","H","1962","","Escritura, Artes escénicas","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9636","Borcosque (h)","Carlos Francisco","H","1943","","Audiovisual","https://es.wikipedia.org/wiki/Carlos_Borcosque_%28hijo%29; http://www.imdb.com/name/nm0096062/; http://www.cinenacional.com/persona/carlos-f-borcosque-h","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8680","Borda","Mara","M","1970","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8856","Bordelois","Ivonne Aline","M","1934","","Escritura","https://es.wikipedia.org/wiki/Ivonne_Bordelois","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8857","Borello","Rodolfo Antonio","H","1930","1996","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8858","Borges","Jorge Luis","H","1899","1986","Escritura","https://es.wikipedia.org/wiki/Jorge_Luis_Borges; http://www.fundacionkonex.org/b1889-jorge_luis_borges; http://www.cervantes.es/bibliotecas_documentacion_espanol/biografias/nueva_york_jorge_luis_borges.htm","Diccionario de autores latinoamericanos. 2001; Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8859","Borinsky","Alicia Ester","M","1946","","Escritura","https://es.wikipedia.org/wiki/Alicia_Borinsky","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8681","Bornemann","Elsa Isabel","M","1952","2013","Escritura","https://es.wikipedia.org/wiki/Elsa_Bornemann","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8891","Bosch","Mariano G.","H","1865","1948","Escritura","","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8861","Bosco","María Angélica","M","1909","2006","Escritura","https://es.wikipedia.org/wiki/Mar%C3%ADa_Ang%C3%A9lica_Bosco; http://www.fundacionkonex.com.ar/b851-mar%C3%ADa_ang%C3%A9lica_bosco","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8860","Bosco","Eduardo Jorge","H","1913","1943","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8682","Bossi","Osvaldo","H","1963","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8862","Botana","Helvio Idelfonso","H","1916","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8863","Botana","Natalio R.","H","1937","","Escritura","https://es.wikipedia.org/wiki/Natalio_R._Botana; http://www.fundacionkonex.org/b649-natalio_botana","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8683","Botta","Mirta","M","1940","2002","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8892","Bottaro","José María","H","1859","1935","Escritura","https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Bottaro","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"9422","Bouchet","José","H","1852","1919","Artes visuales","","23 pintores de la Argentina. 1810-1900. 1978"
"8684","Bouillon","Willy","H","1943","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8893","Boveri","Atilio","H","1885","1949","Escritura, Artes visuales","https://es.wikipedia.org/wiki/Atilio_Boveri","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8685","Braceli","Rodolfo Eduardo","H","1940","","Escritura","https://es.wikipedia.org/wiki/Rodolfo_Braceli","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8686","Braier","Marta Silvia","M","1947","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8687","Brailovsky","Antonio Elio","H","1946","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8688","Brambilla","Raúl","H","1956","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8689","Brandán Aráoz","María","M","1949","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8864","Brandán Caraffa","Alfredo","H","1898","1978","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8690","Brasca","Raúl","H","1948","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8865","Brascó","Miguel","H","1926","2014","Escritura, Artes visuales","https://es.wikipedia.org/wiki/Miguel_Brasc%C3%B3","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8691","Braslavsky","Cecilia","M","1952","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8866","Bratosevich","Nicolás","H","1926","2014","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8867","Brau","Edgar Aldo","H","1958","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8692","Braun de Borgato","Silvia Adriana","M","1946","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8693","Bravar","Gloria","M","1954","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8868","Bravo","Héctor","H","1963","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8694","Breda","Emilio","H","1945","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8695","Bredam","Orlando van","H","1952","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8696","Briante","Marilyn","M","1963","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8697","Briante","Miguel","H","1944","1995","Escritura","https://es.wikipedia.org/wiki/Miguel_Briante","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8698","Brieger","Pedro","H","1955","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8869","Brienza","Hernán","H","1971","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8699","Brindisi","José María","H","1969","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8700","Brizuela","Leopoldo Diego","H","1963","","Escritura","https://es.wikipedia.org/wiki/Leopoldo_Brizuela; http://www.fundacionkonex.com.ar/b2633-leopoldo_brizuela","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8870","Brocato","Carlos Alberto","H","1932","1996","Escritura","https://es.wikipedia.org/wiki/Carlos_Alberto_Brocato","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8701","Brodsky","Marcelo","H","1954","","Escritura, Fotografía","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8702","Brown","Vivian","M","1943","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8703","Brudny","Paula","M","1964","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8894","Brughetti","Faustino","H","1877","1956","Escritura, Artes visuales","https://es.wikipedia.org/wiki/Faustino_Brughetti","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8871","Brughetti","Romualdo","H","1912","2003","Escritura","https://es.wikipedia.org/wiki/Romualdo_Brughetti; http://www.fundacionkonex.com.ar/b490-romualdo__brughetti","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8872","Brumana","Herminia Catalina","M","1897","1954","Escritura","https://es.wikipedia.org/wiki/Herminia_Brumana","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Narradoras argentinas (1852-1932). 1995"
"9637","Brunelli Ventura","Aldo","H","","","Audiovisual","http://www.cinenacional.com/persona/aldo-brunelli-ventura; http://www.imdb.com/name/nm1163588/","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8873","Bruzzone","Félix","H","1976","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8704","Bucay","Jorge","H","1949","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8705","Buch","Esteban","H","1963","","Escritura","http://www.fundacionkonex.com.ar/b4095-esteban_buch","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8874","Budassi","Sonia ","M","1978","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8706","Buela Lamas","Alberto Eduardo","H","1946","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8707","Buezas de la Torre","Ernesto Diego","H","1970","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9639","Bufali","Andrés","H","1943","","Audiovisual","http://www.cinenacional.com/persona/andres-bufali","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8895","Bufano","Ariel","H","1931","1992","Escritura, Artes escénicas","http://www.fundacionkonex.com.ar/b40-ariel__bufano","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8708","Bufano","Sergio","H","1943","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G; Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8875","Bufano","Alfredo","H","1895","1950","Escritura","https://es.wikipedia.org/wiki/Alfredo_Bufano","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8897","Bullrich","Silvina","M","1915","1990","Escritura, Audiovisual","https://es.wikipedia.org/wiki/Silvina_Bullrich","Diccionario de autores latinoamericanos. 2001; Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8934","Bunge","Alejandro E.","H","1880","1943","Escritura","https://es.wikipedia.org/wiki/Alejandro_Bunge","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8935","Bunge","Carlos Octavio","H","1875","1918","Escritura","https://es.wikipedia.org/wiki/Carlos_Octavio_Bunge","Biografías sintéticas de autores argentinos. 1940; Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8709","Buntinx","Gustavo","H","1957","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8936","Burgueño","José C.","H","1860","1944","Escritura","","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8710","Burton","Gerardo","H","1951","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8898","Busignani","Mario Raimundo","H","1908","1990","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8711","Busignani","Carlos Miguel","H","1953","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8712","Bussolini","Adrián","H","1962","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8937","Bustamante","José Luis","H","1799","1857","Escritura","","Biografías sintéticas de autores argentinos. 1940; Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8713","Bustos","Emiliano","H","1972","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8899","Bustos von Joecker","Miguel Ángel","H","1932","1976","Escritura, Artes visuales","https://es.wikipedia.org/wiki/Miguel_%C3%81ngel_Bustos","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8714","Butti","Enrique","H","1949","","Escritura","http://www.territoriodeletras.com.ar/poetas/enrique-butti","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8715","Byrón","Silvestre","H","1948","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9640","Cabado","Alberto","H","","","Audiovisual","http://www.cinenacional.com/persona/alberto-cabado; http://www.imdb.com/name/nm1135522/","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8900","Cabal","Graciela Beatriz","M","1939","2004","Escritura","https://es.wikipedia.org/wiki/Graciela_Cabal; http://www.fundacionkonex.com.ar/b2591-graciela_beatriz_cabal","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8717","Caballero","Ana","M","1940","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8718","Caballero","Marta Elena","M","1944","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"9641","Cabeillou","Oscar","H","","","Audiovisual","http://www.cinenacional.com/persona/oscar-cabeillou; http://www.imdb.com/name/nm1202167/","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8719","Cabello","Susana Alicia","M","1967","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8720","Cabral","Eugenia","M","1954","","Escritura","http://www.fipr.com.ar/XXII/invitados/eugenia-cabral/","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8721","Cabuchi","Susana","M","1948","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8901","Cáceres","Germán","H","1938","","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8722","Cáceres","Andrés","H","1940","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8978","Cacuri","Vicente P.","H","1886","1960","Escritura","","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8902","Cadícamo","Enrique Domingo","H","1900","1999","Escritura, Música, Audiovisual","https://es.wikipedia.org/wiki/Enrique_Cad%C3%ADcamo; http://www.imdb.com/name/nm0128344/; http://www.fundacionkonex.org/b1638-enrique_cad%C3%ADcamo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8979","Caggiano","Antonio","H","1881","1955","Escritura, Música","","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"9642","Cahen Salaberry","Enrique","H","1911","1991","Audiovisual","https://es.wikipedia.org/wiki/Enrique_Cahen_Salaberry; http://www.imdb.com/name/nm0128615/; http://www.cinenacional.com/persona/enrique-cahen-salaberry","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8980","Caillet-Bois","Teodoro","H","1879","1949","Escritura","https://es.wikipedia.org/wiki/Teodoro_Caillet_Bois","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"8723","Calabrese","Daniel","H","1962","","Escritura","","Breve diccionario biográfico de autores argentinos desde 1940. 1999"
"8903","Calamaro","Eduardo Samuel","H","1917","2016","Escritura","","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G"
"8981","Calandrelli","Matías","H","1875","1951","Escritura","","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
"9643","Calcagno","Eduardo","H","1941","","Audiovisual","https://es.wikipedia.org/wiki/Eduardo_Calcagno; http://www.imdb.com/name/nm0129387/; http://www.cinenacional.com/persona/eduardo-calcagno","Cine argentino. Diccionario de realizadores contemporáneos. 1987"
"8982","Calcagno","Alfredo D.","H","1891","1962","Escritura","https://es.wikipedia.org/wiki/Alfredo_Domingo_Calcagno","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010"
