nid,nombres,apellidos,seudonimos,variantes,genero,fecha_nacimiento,fecha_muerte,ano_nacimiento,ano_muerte,lugar_nacimiento,disciplinas,subdisciplinas,fuentes,enlaces_titulo,enlaces_url,notas,obs_tipo,obs_descripcion
9333,Horacio,Verbitsky,,,Hombre,,,1942,,Capital Federal,Escritura,Periodismo|Escritura: Periodismo,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Periodismo
9334,Victoria,Verlichak,,,Mujer,,,1950,,Buenos Aires,Escritura,Periodismo|No ficción|Escritura: Periodismo,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Periodismo
9335,Matías,Vernengo,,,Hombre,,,1963,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
9336,Irma,Verolín,,,Mujer,,,1953,,Capital Federal,Escritura,Escritura: Narrativa|No ficción|Narrativa,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa
,Patricia,Veron,,,Mujer,,,1955,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
9338,Daniel,Veronese,,,Hombre,,,1955,,Buenos Aires,Escritura,Escritura: Dramaturgia|Dramaturgia,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Dramaturgia
9339,Armando,Vidal,,,Hombre,,,1943,,Buenos Aires,Escritura,Periodismo|Escritura: Periodismo,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Periodismo
9340,Susana,Vieri,,,Mujer,,,1953,,Capital Federal,Escritura,Poesía|Escritura: Narrativa|Narrativa|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Poesía
9341,José Alberto,Villa,,,Hombre,,,1966,,Buenos Aires,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
,Juano,Villafane,,,?,,,1952,,Ecuador,Escritura,Escritura: Periodismo|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
9343,Marisa,Villagra,,,Mujer,,,1950,,Tucumán,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
9344,Susana,Villalba,,,Mujer,,,1956,,Capital Federal,Escritura,Poesía|Escritura: Narrativa|Periodismo|Narrativa|Escritura: Periodismo|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Poesía|Escritura: Periodismo
,Lidia,OBS: V1Nciguerra,,,Mujer,,,1951,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
9346,Paulina,Vinderman,,,Mujer,,,1944,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
9347,Verónica,Viola Fisher,,,Mujer,,,1974,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
9348,María Eugenia,Virla,,,Mujer,,,1944,,Tucumán,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
9349,Miguel,Vitagliano,,,Hombre,,,1961,,Capital Federal,Escritura,Escritura: Narrativa|No ficción|Escritura: No ficción|Narrativa,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: No ficción
9350,Carlos,Vitale,,,Hombre,,,1953,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
9351,Oscar,Vitelleschi,,,Hombre,,,1951,,Santa Fe,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
9352,Carlos,Vladimirsky,,,Hombre,,,1953,,Santa Fe,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
9298,Luis,Wainerman,,,Hombre,,,1945,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
,Sylvina,Walger,,,?,,,1941,,Capital Federal,Escritura,Escritura: Periodismo,,,,,CONFLICTOS,genero: ? / Mujer
9300,Roberto,Walton,,,Hombre,,,1942,,Capital Federal,Escritura,No ficción|Escritura: No ficción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: No ficción
9301,David,Wapner,,,Hombre,,,1957,,Capital Federal,Escritura,Poesía|Escritura: Dramaturgia|Escritura: Narrativa|Dramaturgia|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Poesía
9302,Jorge,Warley,,,Hombre,,,1955,,Buenos Aires,Escritura,Poesía|Escritura: Poesía|Escritura: No ficción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía|Escritura: No ficción
9303,Carlos,Weisse,,,Hombre,,,1945,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
9304,Elina,Weschler,,,Mujer,,,1952,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
9305,Víctor,Winer,,,Hombre,,,1954,,Capital Federal,Artes escénicas|Escritura,Escritura: Dramaturgia|Dramaturgia,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,"disciplinas: Artes escénicas, subdisciplinas: Escritura: Dramaturgia"
9306,Paula,Winkler,,,Mujer,,,1951,,Capital Federal,Escritura,Escritura: Narrativa|Narrativa,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa
9307,Alejandro,Winograd,,,Hombre,,,1958,,Capital Federal,Artes audiovisuales|Escritura,Artes audiovisuales: Guionista|Escritura: Narrativa|Otras|Escritura: No ficción|Narrativa,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,"disciplinas: Artes audiovisuales, subdisciplinas: Artes audiovisuales: Guionista|Escritura: Narrativa|Escritura: No ficción"
,Laura,OBS: Wi&#39;1Tner,,,Mujer,,,1967,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
9309,Ema,Wolf,,,Mujer,,,1948,,Buenos Aires,Escritura,Escritura: Narrativa|Narrativa,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa
,"ERR: WOLF, Gabriel (Véase MACOCOS)",,,,,,,,,,,,,,,,NUEVO,sin observaciones
9296,Laura,Yasan,,,Mujer,,,1960,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
9297,Lucio Eduardo,Yudicello,,,Hombre,,,1950,,Córdoba,Escritura,Escritura: Narrativa|Narrativa|Escritura: No ficción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: No ficción
9291,Horacio,Zabaljáuregui,,,Hombre,,,1955,,Buenos Aires,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
9292,Daniel,Zaballa,,,Hombre,,,1957,,Buenos Aires,OBS: Artes escénicas|Escritura,Escritura: Narrativa|Dramaturgia|Narrativa,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,"disciplinas: OBS: Artes escénicas, subdisciplinas: Escritura: Narrativa"
