nid,nombres,apellidos,seudonimos,variantes,genero,fecha_nacimiento,fecha_muerte,ano_nacimiento,ano_muerte,lugar_nacimiento,disciplinas,subdisciplinas,fuentes,enlaces_titulo,enlaces_url,notas,obs_tipo,obs_descripcion
8718,Marta Elena,Caballero,,,Mujer,,,1944,,Córdoba,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8719,Susana Alicia,Cabello,,,Mujer,,,1967,,Mendoza,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8720,Eugenia,Cabral,,,Mujer,29/11/1954,,1954,,Córdoba,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,Festival Internacional de Poesía de Rosario,http://www.fipr.com.ar/XXII/invitados/eugenia-cabral/,,ADICIONES,subdisciplinas: Escritura: Poesía
,Susana,OBS: Cabuci—Ii,,,Mujer,,,1948,,Córdoba,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Andrés,Caceres,,,Hombre,,,1940,,Mendoza,Escritura,Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
8723,Daniel,Calabrese,,,Hombre,,,1962,,Buenos Aires,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8724,Luisa,Calcumil,,,Mujer,,,1950,,Río Negro,Artes escénicas|Escritura,Escritura: Dramaturgia|Dramaturgia,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Dramaturgia
8725,Eloísa,Calderón,,,Mujer,,,1945,,La Rioja,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
,Oche,Califa,,,?,,,1955,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: Poesía,,,,,NUEVO,sin observaciones
8727,Leandro Manuel,Calle,,,Hombre,,,1969,,Buenos Aires,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8728,Daniel,Calmels,,,Hombre,,,1950,,Buenos Aires,Escritura,Poesía|Escritura: Narrativa|No ficción|Narrativa|Escritura: Poesía|Escritura: No ficción,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Daniel_Calmels,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción
8729,Laura,Calvo,,,Mujer,,,1949,,Buenos Aires,Escritura,Poesía|Escritura: Narrativa|Narrativa|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Poesía
8730,Luis Raúl,Calvo,,,Hombre,,,1955,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8731,Jorge,Camarasa,,,Hombre,,,1953,,Buenos Aires,Escritura,Escritura: Narrativa|Periodismo|No ficción|Escritura: Periodismo|Narrativa|Escritura: No ficción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: No ficción|Escritura: Periodismo
8732,Analía Beatriz,Camasta,,,Mujer,,,1974,,Buenos Aires,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
,Solange,Camauer,,,Mujer,,,1965,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
8734,María José,Campoamor,,,Mujer,,,1946,,Francia,Artes escénicas|Escritura|Audiovisual,Escritura: Dramaturgia|Dramaturgia,Breve diccionario biográfico de autores argentinos desde 1940. 1999,Internet Movie Database (IMDb),http://www.imdb.com/name/nm0133144/,,ADICIONES,subdisciplinas: Escritura: Dramaturgia
,Ahda,Cuuurcnta,,,?,,,1953,,Buenos Aires,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
8736,Sibila,Camps,,,Mujer,16/11/1951,,1951,,Capital Federal,Escritura,Escritura: Narrativa|Periodismo|No ficción|Escritura: Periodismo|Narrativa|Escritura: No ficción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Sibila_Camps,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: No ficción|Escritura: Periodismo
,Gigliola,Zecchin De Duhalde,Canela,,?,,,1942,,Italia,Artes audiovisuales|Escritura,Artes audiovisuales: Guionista|Escritura: Narrativa,,,,,CONFLICTOS,genero: ? / Mujer
8738,María Teresa,Canevaro,,,Mujer,,,1941,,Capital Federal,Escritura,Escritura: Narrativa|Periodismo|Narrativa|Escritura: Periodismo,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Periodismo
8739,Luis,Cano,,,Hombre,,,1966,,Buenos Aires,OBS: Artes escénicas|Artes escénicas|Escritura,Poesía|Escritura: Dramaturgia|Dramaturgia|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,"disciplinas: OBS: Artes escénicas, subdisciplinas: Escritura: Dramaturgia|Escritura: Poesía"
,César,Cant Oni,,,Hombre,,,1951,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Nélida,Ganas,,,Mujer,,,1949,,Córdoba,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
8742,Graciela Mabel,Capacci,,,Mujer,,,1954,,Capital Federal,Escritura,Poesía|No ficción|Escritura: Poesía|Escritura: No ficción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía|Escritura: No ficción
8743,Daniel,Capalbo,,,Hombre,,,1955,,Capital Federal,Escritura,Periodismo|Escritura: Periodismo,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Periodismo
,Martín,Caparrós,,,Hombre,,,1957,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Traducción|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Bernardo,Cappa,,,Hombre,,,1969,,Capital Federal,OBS: Artes escénicas|Escritura,,,,,,CONFLICTOS,lugar_nacimiento: Capital Federal / Buenos Aires
8746,Julio,Cardoso,,,Hombre,,,1956,,Capital Federal,Artes escénicas|Escritura,Escritura: Dramaturgia|Dramaturgia,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Dramaturgia
8747,Mercedes,Careggio,,,Mujer,,,1955,,Córdoba,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
,"OBS: Graciela ,",Cariello,,,,,,1945,,Santa Fe,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Eduardo,OBS: Carlett1,,,Hombre,,,1951,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
8750,Lucía,Carmona,,,Mujer,,,1946,,La Rioja,Escritura,Poesía|Escritura: Narrativa|No ficción|Narrativa|Escritura: Poesía|Escritura: No ficción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Poesía|Escritura: No ficción
8751,María Cristina,Carnelli Despósito,,,Mujer,,,1947,,San Luis,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8752,Gonzalo,Carranza,,,Hombre,,,1965,,Capital Federal,Escritura,Escritura: Narrativa|Narrativa,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa
8753,Arturo,Carrera,,,Hombre,27/03/1948,,1948,,Buenos Aires,Escritura,Poesía|Escritura: Traducción|No ficción|Traducción|Escritura: Poesía|Escritura: No ficción,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Arturo_Carrera,,ADICIONES,subdisciplinas: Escritura: Traducción|Escritura: Poesía|Escritura: No ficción
8754,Clara,Carrera,,,Mujer,,,1950,,Capital Federal,Artes audiovisuales|Artes escénicas|Escritura,Traducción|Poesía|Escritura: Dramaturgia|Artes audiovisuales: Guionista|Escritura: Narrativa|Dramaturgia|Narrativa|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,"disciplinas: Artes audiovisuales, subdisciplinas: Escritura: Dramaturgia|Artes audiovisuales: Guionista|Escritura: Narrativa|Escritura: Poesía"
8755,Julio,Carreras,,,Hombre,,,1949,,Santiago del Estero,Escritura,Escritura: Narrativa|Periodismo|No ficción|Escritura: Periodismo|Narrativa|Escritura: No ficción,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: No ficción|Escritura: Periodismo
8756,Carlos,Carrique,,,Hombre,,,1942,,Buenos Aires,Escritura,Poesía|Escritura: Dramaturgia|Escritura: Narrativa|Dramaturgia|Narrativa|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Poesía
,Alejandro,OBS: * Carrizo,,,Hombre,,,1959,,Jujuy,OBS: Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Marcelo,Caruso,,,Hombre,,,1958,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,"ERR: CASABLANCA, Daniel (Véase MACOCOS)",,,,,,,,,,,,,,,,NUEVO,sin observaciones
,Fabián,Casas,,,Hombre,,,1965,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
8787,Gustavo,Caso Rosendi,,,Hombre,,,1962,,Chubut,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Gustavo_Caso_Rosendi,,ADICIONES,subdisciplinas: Escritura: Poesía
8788,Walter,Cassara,,,Hombre,,,1971,,Capital Federal,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8789,Julio,Castellanos,,,Hombre,,,1947,,Córdoba,Escritura,Poesía|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
8790,Leopoldo,Castilla,,,Hombre,,,1947,,Salta,Escritura,Poesía|Escritura: Narrativa|Narrativa|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Poesía
8791,Manuel,Castro,,,Hombre,,,1960,,Capital Federal,OBS: Escritura|Escritura,Poesía|Periodismo|Escritura: Poesía|Escritura: Periodismo,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,"disciplinas: OBS: Escritura, subdisciplinas: Escritura: Poesía|Escritura: Periodismo"
,Reynaldo,Castro,,,Hombre,,,1962,,Jujuy,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Nicolás,Casullo,,,Hombre,,,1944,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
8793,Sonia,Catela,,,Mujer,,,1941,,Santa Fe,Escritura,Poesía|Escritura: Narrativa|Narrativa|Escritura: Poesía,Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Poesía
8794,Carlos,Catuogno,,,Hombre,,,1947,,Capital Federal,Escritura,Escritura: Narrativa|No ficción|Narrativa,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa
,María Antonia,OBS: &#39;Cavaliere,,,Mujer,,,1951,,Mendoza,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Carolina,Cazes,,,Mujer,,,1970,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,José Gabriel,Ceballos,,,Hombre,,,1955,,Corrientes,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Daniel,OBS: Cecchin1,,,Hombre,,,1956,,Buenos Aires,Escritura,Escritura: No ficción|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,José Antonio,Cedrón,,,Hombre,,,1948,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Julio,Cejas,,,Hombre,,,1952,,San Luis,Música|Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Hugo,Cella,,,Hombre,,,1957,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Susana,Cella,,,Mujer,,,1954,,Capital Federal,DEF: Escritura,,,,,,NUEVO,sin observaciones
,Susana,Cerda,,,Mujer,,,1948,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Laura,Cerrato,,,Mujer,,,1941,,Brasil,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,OBS: Gustavo /_,Cerrini,,,,,,1955,1994,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Emeterio,Cerro,,,Hombre,,,1952,1996,Buenos Aires,OBS: Artes escénicas|Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Gabriela,Cerruti,,,Mujer,,,1965,,Buenos Aires,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Adalberto Luis,Cervela,,,Hombre,,,1945,,Buenos Aires,Música|Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Pablo E.,Chacon,,,Hombre,,,1960,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Julia,Chaktoura,,,Mujer,,,1948,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Juan Carlos,Chaneton,,,Hombre,,,1948,,Neuquén,Escritura,Escritura: No ficción|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,María Esther,Chapp,,,Mujer,,,1950,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Maria Cristina,Charro,,,Mujer,,,1948,,Río Negro,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
8956,Sergio,Chejfec,Sergio Racuzzi|Rita Fonseca,,Hombre,,,1956,,Capital Federal,Escritura,Poesía|Escritura: Narrativa|No ficción|Narrativa|Escritura: Periodismo,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Sergio_Chejfec,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Periodismo
,Carlos,Chernov,,,Hombre,,,1953,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Daniel,Chirom,,,Hombre,,,1955,,Capital Federal,Escritura,Escritura: Poesía,,,,,OTROS NACIMIENTOS,1953
8960,Luis,Chitarroni,,,Hombre,,,1958,,Capital Federal,Escritura,Escritura: Narrativa|No ficción|Escritura: No ficción|Narrativa,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: No ficción
,Antonio F.,Christophersen,,,Hombre,,,1941,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,María Teresa,Cibils,,,Mujer,,,1949,,Santa Fe,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Juana,Cifsler,,,Mujer,,,1941,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Guillermo Horacio,Cieza,,,Hombre,,,1966,,Buenos Aires,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Roberto,Cignoni,,,Hombre,,,1953,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Adrián,Cinalli,,,Hombre,,,1964,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Martín,Ciordia,,,Hombre,,,1964,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Malena,Cirasa,,,Mujer,,,1948,,Santa Fe,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Fernando,OBS: Ci&#39;Itadini,,,Hombre,,,1958,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,OBS: “Cristina,Civale,,,,,,1960,,Capital Federal,Artes audiovisuales|Escritura,Artes audiovisuales: Guionista|Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Fernando Daniel,Clemente,,,Hombre,,,1963,,OBS: Prov1Ncia De Buenos Aires,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Víctor,Clementi,,,Hombre,,,1957,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Emilio,Cócaro,,,Hombre,,,1954,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: No ficción,,,,,NUEVO,sin observaciones
9032,Javier,Cófreces,,,Hombre,,,1957,,Capital Federal,Escritura,Poesía|Escritura: Poesía|Traducción,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G,,,,ADICIONES,subdisciplinas: Escritura: Poesía
9033,Marcelo,Cohen,,,Hombre,,,1951,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Traducción|No ficción|Narrativa|Traducción|Escritura: No ficción,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Marcelo_Cohen,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Traducción|Escritura: No ficción
9034,Sara,Cohen,,,Mujer,,,1955,,Capital Federal,Escritura,Poesía|No ficción|Escritura: Poesía|Traducción,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Poesía
,Beatriz,Colombi,,,Mujer,,,1952,,OBS: San _]Uan,DEF: Escritura,,,,,,NUEVO,sin observaciones
,María Del Carmen,Colombo,,,Mujer,,,1950,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Adolfo,Colombres,,,Hombre,,,1944,,Tucumán,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,María,Comito,,,Mujer,,,1955,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Luis Fernando,Conde,,,Hombre,,,1946,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
9039,Jorge,Consiglio,,,Hombre,,,1962,,Capital Federal,Escritura,Poesía|Escritura: Narrativa|Narrativa|Escritura: Poesía,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español,https://es.wikipedia.org/wiki/Jorge_Consiglio,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Poesía
,Elsa,Copati,,,Mujer,,,1943,,Capital Federal,Escritura,Escritura: Dramaturgia|Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,OBS: Washington (Santiago Vega),Cucurto,,,,,,1972,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Ana María Vivian,Cue,,,Mujer,,,1947,,Santa Fe,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
9087,Sergio,Cueto,,,Hombre,,,1960,,Santa Fe,Escritura,No ficción|Escritura: Poesía,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G,,,,ADICIONES,subdisciplinas: Escritura: Poesía
,Mario,Cura,,,Hombre,,,1955,,Capital Federal,Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,Mirian B.,OBS: Curleti&#39;I De Wajsfeld,,,Mujer,,,1941,,Santa Fe,Escritura,Escritura: Narrativa|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Andrés,Cursaro,,,Hombre,,,1968,,Neuquén,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Marta,Cwielong,,,Mujer,,,1952,,Buenos Aires,Escritura,Escritura: Poesía|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Elizabeth Abdon De,Dacal,,,Mujer,,,1959,,Mendoza,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Salomón,OBS: Dai—[Er,,,Hombre,,,1959,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Daniel,Dalmaroni,,,Hombre,,,1961,,Buenos Aires,Escritura,Escritura: Narrativa|Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Eduardo,Dalter,,,Hombre,,,1947,,Capital Federal,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Marcelo,OBS: Damian],,,Hombre,,,1969,,Córdoba,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,"OBS: Anna, Eduardo",D,,,,,,1948,,Santa Fe,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Andrés,Dapuez,,,Hombre,,,1969,,Córdoba,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Javier,Daulte,,,Hombre,,,1963,,Capital Federal,Artes escénicas|Escritura,Escritura: Dramaturgia,,,,,NUEVO,sin observaciones
,César,Davila,,,Hombre,,,1953,,Santa Fe,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,"ERR: DE ALLENDE, Inés (Véase ALLENDE, Inés de)",,,,,,,,,,,,,,,,NUEVO,sin observaciones
,Martín,De Biase,,,Hombre,,,1967,,Capital Federal,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Gabriela,De Cicco,,,Mujer,,,1965,,Santa Fe,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Mirtha,Defilpo,,,Mujer,,,1944,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Fernando,De Giovanni,,,Hombre,,,1943,,La Pampa,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,Susana,Degoy,,,Mujer,,,1943,,Córdoba,Escritura,Escritura: Narrativa|Escritura: No ficción,,,,,NUEVO,sin observaciones
,"ERR: DE GRACIA, Silvio Javier (Véase GRACIA, Silvio javier de)",,,,,,,,,,,,,,,,NUEVO,sin observaciones
,Daniel,Dei,,,Hombre,,,1944,,Capital Federal,Escritura,Escritura: Poesía|Escritura: No ficción,,,,,NUEVO,sin observaciones
,Juan José,Delaney,,,Hombre,,,1954,,Capital Federal,Escritura,Escritura: Narrativa,,,,,NUEVO,sin observaciones
,"ERR: DE LA PENA, Martín Rodolfo (Véase PENA, Martín Rodolfo de la)",,,,,,,,,,,,,,,,NUEVO,sin observaciones
,"ERR: DE LA PLAZA, Cristina (Véase PLAZA, Cristina de la)",,,,,,,,,,,,,,,,NUEVO,sin observaciones
,"ERR: DE LA PUENTE, Eduardo (Véase PUENTE, Eduardo de la)",,,,,,,,,,,,,,,,NUEVO,sin observaciones
,"ERR: DE LA ROSA, Daniel (Véase ROSA, Daniel de la)",,,,,,,,,,,,,,,,NUEVO,sin observaciones
,"ERR: DE LA VEGA, Graciela Inés (Véase VEGA, Graciela Inés de la)",,,,,,,,,,,,,,,,NUEVO,sin observaciones
,Luisa,Delfino,,,Mujer,,,1954,,Entre Ríos,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,Silvia,Delfino,,,Mujer,,,1954,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Josefina,Delgado,,,Mujer,,,1942,,Capital Federal,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
9155,Sergio,Delgado,,,Hombre,,,1961,,Santa Fe,Escritura,Escritura: Narrativa|Narrativa,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,,,,ADICIONES,subdisciplinas: Escritura: Narrativa
,"ERR: DEL MARMOL, Luis (Véase MARMOL, Luis del)",,,,,,,,,,,,,,,,NUEVO,sin observaciones
,"ERR: DEL RÍO, María Delia (Véase RÍO, María Delia del)",,,,,,,,,,,,,,,,NUEVO,sin observaciones
,Adriana,OBS: Del Vi&#39;Ito De Pico,,,Mujer,,,1959,,Santiago del Estero,Escritura,Escritura: Narrativa|Escritura: Periodismo|Escritura: Poesía,,,,,NUEVO,sin observaciones
,Elisa Susana,De Marco,,,Mujer,,,1941,,Santa Fe,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Miguel Ángel,De Marco,,,Hombre,,,1966,,Santa Fe,Escritura,Escritura: No ficción,,,,,NUEVO,sin observaciones
,Eduardo,De Miguel,,,Hombre,,,1961,,Capital Federal,Escritura,Escritura: Periodismo,,,,,NUEVO,sin observaciones
,"ERR: DE ORTEGA, Adriana (Véase ORTEGA, Adriana de)",,,,,,,,,,,,,,,,NUEVO,sin observaciones
,María Julia,De Ruschi Crespo,,,Mujer,,,1951,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
9161,Pablo,De Santis,,,Hombre,27/02/1963,,1963,,Capital Federal,Escritura,Escritura: Narrativa|Escritura: Historietista|Periodismo|Escritura: Periodismo|Narrativa|Otras,Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999,Wikipedia en español|Fundación Konex,https://es.wikipedia.org/wiki/Pablo_De_Santis|http://www.fundacionkonex.com.ar/b2623-pablo_de_santis,,ADICIONES,subdisciplinas: Escritura: Narrativa|Escritura: Historietista|Escritura: Periodismo
,Adrián,Desiderato,,,Hombre,,,1949,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Juan,Dfsiderio,,,Hombre,,,1963,,Capital Federal,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,Martín,De Souza,,,Hombre,,,1966,,Buenos Aires,Escritura,Escritura: Poesía,,,,,NUEVO,sin observaciones
,"ERR: DE VEDIA, Dolores (Véase VEDIA, Dolores de)",,,,,,,,,,,,,,,,NUEVO,sin observaciones
