"nid","nombres","apellidos","seudonimos","variantes","genero","fecha_nacimiento","fecha_muerte","ano_nacimiento","ano_muerte","lugar_nacimiento","disciplinas","subdisciplinas","fuentes","enlaces_titulo","enlaces_url","notas"
"8567","Silvia","Arazi","","","Mujer","","","1955","","Capital Federal","Escritura","Narrativa","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9614","Fernando","Arce","","","Hombre","","","1932","","Bolivia","Audiovisual","Guionista|Intérprete|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Cine Nacional","http://www.cinenacional.com/persona/fernando-arce",""
"8568","Alejandro","Archain","","","Hombre","","","1953","","Buenos Aires","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8801","Julio","Ardiles Gray","","","Hombre","","19/08/2009","1922","2009","Tucumán","Escritura","Dramaturgia|Narrativa|Periodismo|Poesía","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Julio_Ardiles_Gray",""
"8569","Ilda Haidé","Arditte de Daiban","","","Mujer","","","1941","","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8802","Liliana","Arendar","","","Mujer","","","1941","","Buenos Aires","Escritura","Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"8571","Daniel","Ares","","","Hombre","","","1956","","Capital Federal","Escritura","Narrativa|Periodismo","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8570","Carlos Alberto","Ares","","","Hombre","","","1950","","Capital Federal","Escritura","Narrativa|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8572","Susana ","Arévalo","","","Mujer","","","1952","","Córdoba","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8803","Alcira Susana","Argumedo","","","Mujer","07/05/1940","","1940","","Santa Fe","Escritura","No ficción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Alcira_Argumedo",""
"8573","Alberto","Arias","","","Hombre","","","1954","","Buenos Aires","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8574","Ana","Arias","","","Mujer","","","1944","","Capital Federal","Escritura","Narrativa","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8804","Abelardo","Arias","","","Hombre","","27/02/1991","1908","1991","Córdoba","Escritura","Dramaturgia|No ficción|Narrativa","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Abelardo_Arias",""
"9615","Bernardo","Arias","","","Hombre","10/01/1924","","1924","","Buenos Aires","Audiovisual","Intérprete|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Cine Nacional","http://www.cinenacional.com/persona/bernardo-arias",""
"8805","José María","Aricó","","","Hombre","27/06/1931","22/08/1991","1931","1991","Córdoba","Escritura","No ficción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Jos%C3%A9_Aric%C3%B3",""
"8575","Teresa","Arijón","","","Mujer","","","1960","","Capital Federal","Escritura","Poesía|Traducción","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9618","Emilio","Ariño","","","Hombre","05/04/1930","09/08/1996","1930","1996","España","Audiovisual","Intérprete|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español","https://es.wikipedia.org/wiki/Emilio_Ari%C3%B1o",""
"9616","Adolfo","Aristarain","","","Hombre","19/10/1943","","1943","","Capital Federal","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Fundación Konex|Cine Nacional","https://es.wikipedia.org/wiki/Adolfo_Aristarain|http://www.imdb.com/name/nm0034899/|http://www.fundacionkonex.com.ar/b16-adolfo_aristarain|http://www.cinenacional.com/persona/adolfo-aristarain",""
"8806","Mirta Electra","Arlt","","","Mujer","25/01/1923","12/11/2014","1923","2014","Córdoba","Escritura","Dramaturgia|No ficción|Narrativa|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español|Internet Movie Database","https://es.wikipedia.org/wiki/Mirta_Arlt|http://www.imdb.com/name/nm0035220/",""
"8807","Roberto Emilio Godofredo","Arlt","","Roberto Arlt","Hombre","26/04/1900","26/07/1942","1900","1942","Capital Federal","Escritura","Dramaturgia|Narrativa|Periodismo","Biografías sintéticas de autores argentinos. 1940|Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español|Cervantes Virtual","https://es.wikipedia.org/wiki/Roberto_Arlt|http://www.cervantesvirtual.com/bib/bib_autor/Arlt/",""
"8809","Horacio","Armani","","","Hombre","30/09/1925","31/05/2013","1925","2013","La Pampa","Escritura","No ficción|Narrativa|Periodismo|Poesía|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Horacio_Armani",""
"8576","María Cristina","Arostegui","","","Mujer","","","1949","","Capital Federal","Escritura","No ficción|Narrativa","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8577","Jaime","Arrambide","","","Hombre","","","1968","","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8578","Carmen","Arrieta","","","Mujer","","","1962","","Capital Federal","Escritura","Dramaturgia","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8971","Rafael Alberto","Arrieta","","","Hombre","","","1889","1968","Buenos Aires","Escritura","No ficción|Narrativa|Poesía","Biografías sintéticas de autores argentinos. 1940|Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Rafael_Alberto_Arrieta",""
"8579","Enrique","Arrosagaray","","","Hombre","","","1953","","Buenos Aires","Escritura","Narrativa|Periodismo","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8580","Carlos Alberto","Artayer","","","Hombre","","","1940","","Santiago del Estero","Escritura","Narrativa|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8581","Raúl","Artola","","","Hombre","","","1947","","Buenos Aires","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8810","José Oscar","Arverás","","","Hombre","","","1921","","Buenos Aires","Escritura","Narrativa|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"8582","Ana","Arzoumanian","","","Mujer","","","1962","","Capital Federal","Escritura","No ficción|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8972","Hilario","Ascasubi","","","Hombre","14/01/1807","17/11/1875","1807","1875","Córdoba","Escritura","Poesía","Biografías sintéticas de autores argentinos. 1940|Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Hilario_Ascasubi",""
"8583","Jorge Cayetano Zaín","Asís","","","Hombre","03/03/1946","","1946","","Buenos Aires","Escritura","Narrativa|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999","Wikipedia en español","https://es.wikipedia.org/wiki/Jorge_As%C3%ADs",""
"8584","Ana","Atorresi","","","Mujer","","","1964","","Capital Federal","Escritura","Narrativa|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8585","Jorge Ricardo","Aulicino","","","Hombre","","","1949","","Capital Federal","Escritura","Periodismo|Poesía|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999","Wikipedia en español","https://es.wikipedia.org/wiki/Jorge_Aulicino",""
"9754","Nicolás Remigio Aurelio","Avellaneda","","","Hombre","03/10/1837","25/11/1888","1837","1888","Tucumán","Escritura","No ficción|Narrativa","Biografías sintéticas de autores argentinos. 1940","Wikipedia en español","https://es.wikipedia.org/wiki/Nicol%C3%A1s_Avellaneda",""
"8811","Andrés","Avellaneda","","","Hombre","","","1937","","Capital Federal","Escritura","No ficción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9619","María Herminia","Avellaneda","","","Mujer","03/11/1933","07/07/1997","1933","1997","Buenos Aires","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Mar%C3%ADa_Herminia_Avellaneda|http://www.imdb.com/name/nm0042887/|http://www.cinenacional.com/persona/maria-herminia-avellaneda",""
"8586","Márgara","Averbach","","","Mujer","","","1957","","Capital Federal","Escritura","Narrativa|Periodismo|Traducción","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8587","Luisa","Axpe","","","Mujer","","","1945","","Capital Federal","Escritura","Narrativa","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9617","Fernando","Ayala","","","Hombre","02/07/1920","11/09/1997","1920","1997","Entre Ríos","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Fernando_Ayala|http://www.imdb.com/name/nm0043622/|http://www.cinenacional.com/persona/fernando-ayala",""
"8812","Velmiro","Ayala Gauna","","","Hombre","22/03/1905","29/05/1967","1905","1967","Corrientes","Escritura|Música","Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Velmiro_Ayala_Gauna",""
"8813","Elizabeth","Azcona Cranwell","","","Mujer","10/03/1933","04/12/2004","1933","2004","Capital Federal","Escritura","No ficción|Narrativa|Poesía|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Elizabeth_Azcona_Cranwell",""
"8588","Ricardo","Aznárez","","","Hombre","","","1955","","Santiago del Estero","Escritura","Narrativa","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8589","Victoria","Azurduy","","","Mujer","","","1947","","Capital Federal","Escritura","Narrativa|Periodismo","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"9620","Alejandro","Azzano","","","Hombre","12/06/1955","","1955","","Capital Federal","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español","http://www.imdb.com/name/nm0044487/",""
"8590","Hugo","Bab Quintela","","","Hombre","","","1943","","Capital Federal","Escritura","Dramaturgia","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8591","Pablo","Baca","","","Hombre","","","1958","","Jujuy","Escritura","Narrativa|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8592","Julio","Baccaro","","","Hombre","","","1940","","Buenos Aires","Escritura","Dramaturgia","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8593","Luis","Bacigalupo","","","Hombre","","","1958","","Capital Federal","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8594","Juan Alberto","Badía","","","Hombre","29/11/1946","29/06/2012","1946","2012","Buenos Aires","Escritura|Audiovisual","Narrativa","Breve diccionario biográfico de autores argentinos desde 1940. 1999","Wikipedia en español","https://es.wikipedia.org/wiki/Juan_Alberto_Bad%C3%ADa",""
"8595","Juan Carlos","Badillo","","","Hombre","","","1943","","Capital Federal","Escritura","Dramaturgia","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8597","María Banura","Badui de Zogbi","","","Mujer","","","1941","","Mendoza","Escritura","Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8598","Diego","Bagnera","","","Hombre","","","1973","","Capital Federal","Escritura","Dramaturgia|Narrativa|Periodismo|Poesía","Breve diccionario biográfico de autores argentinos desde 1940. 1999","","",""
"8814","Osvaldo Germán","Baigorria","","","Hombre","02/12/1948","","1948","","Capital Federal","Escritura","No ficción|Narrativa|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Osvaldo_Baigorria",""
"8815","Juan Jacobo","Bajarlía","","","Hombre","05/10/1914","22/07/2005","1914","2005","Capital Federal","Escritura","Dramaturgia|No ficción|Narrativa|Poesía|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Juan-Jacobo_Bajarl%C3%ADa",""
"9621","Arturo","Balassa","","","Hombre","30/10/1944","","1944","","Chile","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Cine Nacional","http://www.cinenacional.com/persona/arturo-balassa",""
"8816","Andrés","Balla","","","Hombre","","","1921","2001","Hungría","Escritura","Dramaturgia|Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Andr%C3%A9s_Balla",""
