"nid","nombres","apellidos","seudonimos","variantes","genero","fecha_nacimiento","fecha_muerte","ano_nacimiento","ano_muerte","lugar_nacimiento","disciplinas","subdisciplinas","fuentes","enlaces_titulo","enlaces_url","notas"
"9097","Horacio","Fernández Beschtedt","","","Hombre","","","1894","1959","Buenos Aires","Escritura","Periodismo|Poesía","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9160","Adolfo","Fernández de Obieta","","Adolfo de Obieta","Hombre","","25/02/2002","1902","2002","Capital Federal","Escritura","Dramaturgia|No ficción|Narrativa|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9098","Alfredo","Fernández García","","","Hombre","","","1889","1956","Buenos Aires","Escritura","No ficción|Narrativa|Periodismo|Poesía","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9675","Guillermo","Fernández Jurado","","","Hombre","18/11/1923","24/06/2013","1923","2013","Buenos Aires","Escritura|Audiovisual","Dirección cinematográfica|Periodismo","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Guillermo_Fern%C3%A1ndez_Jurado|http://www.imdb.com/name/nm0273289/|http://www.cinenacional.com/persona/guillermo-fernandez-jurado",""
"9403","Inés","Fernández Moreno","","","Mujer","","","1947","","Capital Federal","Escritura","Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9404","Manrique","Fernández Moreno","","","Hombre","","","1928","2006","Capital Federal","Escritura","Narrativa|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9193","Baldomero","Fernández Moreno","","","Hombre","15/11/1886","07/06/1950","1886","1950","Capital Federal","Escritura","Poesía","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Baldomero_Fern%C3%A1ndez_Moreno",""
"9194","César","Fernández Moreno","","","Hombre","26/11/1919","","1919","1985","Capital Federal","Escritura","No ficción|Poesía","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/C%C3%A9sar_Fern%C3%A1ndez_Moreno","{diferencia}{libro=540}{3}{1984}"
"9405","Pedro","Fernández Moujan","","","Hombre","","","1961","","Capital Federal","Escritura|Audiovisual","Dirección cinematográfica|Narrativa|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Cine Nacional","http://www.cinenacional.com/persona/pedro-fernandez-moujan",""
"9406","José","Fernández Vega","","","Hombre","","","1965","","Capital Federal","Escritura","No ficción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9447","Julio","Fernández Villanueva","","","Hombre","","","1858","1890","Buenos Aires","Artes visuales","Pintura","23 pintores de la Argentina. 1810-1900. 1978","","",""
"9409","Christian","Ferrer","","","Hombre","","","1960","","Chile","Escritura","No ficción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Christian_Ferrer",""
"9410","Aurelio","Ferreti","","","Hombre","","","1907","1963","Capital Federal","Escritura|Artes escénicas","Dramaturgia","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9411","Gustavo Alejandro","Ferreyra","","","Hombre","04/01/1963","","1963","","Capital Federal","Escritura","Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Gustavo_Ferreyra",""
"9099","Andrés","Ferreyra","","","Hombre","","","1863","1928","Buenos Aires","Escritura","No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9412","Juan","Ferreyra Basso","","","Hombre","","","1910","1984","Buenos Aires","Escritura","Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9450","Roberto","Ferro","","","Hombre","","","1944","","Capital Federal","Escritura","No ficción|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9451","Andrés","Fidalgo","","","Hombre","","","1919","2008","Capital Federal","Escritura","No ficción|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9452","Marcelo","Figueras","","","Hombre","","","1962","","Capital Federal","Escritura","Narrativa|Periodismo|Otras","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999","Wikipedia en español","https://es.wikipedia.org/wiki/Marcelo_Figueras",""
"9453","Jacobo","Fijman","","","Hombre","25/01/1898","01/12/1970","1898","1970","Moldavia","Escritura|Música|Artes visuales","Poesía","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Jacobo_Fijman","{diferencia}{libro=540}{3}{1971}"
"9676","Hugo","Fili","","","Hombre","08/12/1936","","1936","","Córdoba","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional","http://www.imdb.com/name/nm1164534/|http://www.cinenacional.com/persona/hugo-fili",""
"9677","Rafael","Filipelli","","","Hombre","24/11/1938","","1938","","Capital Federal","Audiovisual","Guionista|Intérprete|Dirección cinematográfica|Dirección televisiva","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Rafael_Filipelli|http://www.imdb.com/name/nm0277039/|http://www.cinenacional.com/persona/rafael-filippelli",""
"9196","Juan","Filloy","","","Hombre","01/08/1894","15/07/2000","1894","2000","Córdoba","Escritura","No ficción|Narrativa|Poesía","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Juan_Filloy",""
"9413","Lorenzo","Fiorini","","","Hombre","","","1800","1856","Italia","Artes visuales","Pintura","23 pintores de la Argentina. 1810-1900. 1978","","",""
"9454","Norberto","Firpo","","","Hombre","","","1934","","Capital Federal","Escritura","Narrativa|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9678","Alberto","Fischerman","","","Hombre","24/11/1937","12/03/1995","1937","1995","Capital Federal","Audiovisual","Guionista|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Alberto_Fischerman|http://www.imdb.com/name/nm0279181/|http://www.cinenacional.com/persona/alberto-fischerman",""
"9455","Mariano","Fiszman","","","Hombre","23/05/1965","","1965","","Capital Federal","Escritura","Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9456","Celedonio Esteban","Flores","","","Hombre","03/08/1896","28/07/1947","1896","1947","Capital Federal","Escritura|Música","Poesía|Autor de letra","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Celedonio_Flores",""
"9457","Jorge Alejandro","Flores","","","Hombre","","","1951","","Capital Federal","Escritura","Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9100","Daniel","Flores Belfort","","","Hombre","","","1834","1876","Buenos Aires","Escritura","No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9458","Hugo","Foguet","","","Hombre","","","1923","1985","Tucumán","Escritura","Narrativa|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Hugo_Foguet",""
"9459","Rodolfo Enrique","Fogwill","","","Hombre","15/07/1941","21/08/2010","1941","2010","Buenos Aires","Escritura","Narrativa|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999","Wikipedia en español|Fundación Konex","https://es.wikipedia.org/wiki/Rodolfo_Fogwill|http://www.fundacionkonex.com.ar/b2632-rodolfo_fogwill",""
"9460","Jorge","Fondebrider","","","Hombre","","","1956","","Capital Federal","Escritura","No ficción|Periodismo|Poesía|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Jorge_Fondebrider",""
"9664","Piero Bruno Hugo","Fontana","Hugo del Carril","","Hombre","30/11/1912","13/08/1989","1912","1989","Capital Federal","Audiovisual","Guionista|Intérprete|Dirección cinematográfica|Autor de letra","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Hugo_del_Carril|http://www.imdb.com/name/nm0140459/|http://www.cinenacional.com/persona/hugo-del-carril",""
"9101","Luis Jorge","Fontana","","","Hombre","19/04/1846","","1846","1920","Buenos Aires","Escritura","No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","Wikipedia en español","https://es.wikipedia.org/wiki/Luis_Jorge_Fontana",""
"9461","Roberto Alfredo","Fontanarrosa","","El Negro Fontanarrosa","Hombre","26/11/1944","19/07/2007","1944","2007","Santa Fe","Escritura|Artes visuales","Dibujo|Narrativa|Otras","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español|Fundación Konex","https://es.wikipedia.org/wiki/Roberto_Fontanarrosa|http://www.fundacionkonex.com.ar/b452-roberto_fontanarrosa",""
"9102","Tito Livio","Foppa","","","Hombre","","","1884","1960","Buenos Aires","Escritura","Dramaturgia|No ficción|Periodismo","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9462","Aníbal Horacio","Ford Von Halle","","Aníbal Ford","Hombre","13/09/1934","06/11/2009","1934","2009","Capital Federal","Escritura","No ficción|Narrativa|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/An%C3%ADbal_Ford",""
"9463","Juan","Forn","","","Hombre","05/11/1959","","1959","","Capital Federal","Escritura","Narrativa|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999","Wikipedia en español","https://es.wikipedia.org/wiki/Juan_Forn",""
"9464","Ricardo","Forster","","","Hombre","26/09/1957","","1957","","Capital Federal","Escritura","No ficción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Ricardo_Forster",""
"9465","Gustavo Juan","Franceschi","","","Hombre","28/07/1881","11/07/1951","1881","1951","Francia","Escritura","No ficción|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Gustavo_Franceschi",""
"9197","Luis Leopoldo","Franco","","","Hombre","15/11/1898","01/06/1988","1898","1988","Catamarca","Escritura","No ficción|Poesía","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Luis_Franco",""
"9103","Pedro B.","Franco","","","Hombre","","","1894","1947","Buenos Aires","Escritura","No ficción|Periodismo|Poesía","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9680","Hugo","Fregonese","","","Hombre","08/04/1908","11/01/1987","1908","1987","Mendoza","Audiovisual","Intérprete|Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Hugo_Fregonese|http://www.imdb.com/name/nm0293707/|http://www.cinenacional.com/persona/hugo-fregonese",""
"9466","Daniel","Freidemberg","","","Hombre","","","1945","","Chaco","Escritura","No ficción|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9467","Héctor José","Freire","","","Hombre","","","1953","","Capital Federal","Escritura","No ficción|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9468","Rodrigo","Fresán","","","Hombre","18/07/1963","","1963","","Capital Federal","Escritura","Narrativa|Periodismo|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999","Wikipedia en español","https://es.wikipedia.org/wiki/Rodrigo_Fres%C3%A1n",""
"9104","Manuel A.","Fresco","","Manuel Antonio Justo Pastor Pascual Fresco","Hombre","03/06/1888","17/11/1971","1888","1971","Buenos Aires","Escritura","No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","Wikipedia en español","https://es.wikipedia.org/wiki/Manuel_Fresco",""
"9681","Mercedes","Frutos","","","Mujer","06/06/1947","","1947","","Capital Federal","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional","http://www.imdb.com/name/nm1096729/|http://www.cinenacional.com/persona/mercedes-frutos",""
"9469","Luisa","Futoransky","","","Mujer","","","1939","","Capital Federal","Escritura","Narrativa|Periodismo|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Luisa_Futoransky",""
"9105","Samuel","Gache","","","Hombre","","","1859","1907","Buenos Aires","Escritura","No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9470","Belén","Gache","","","Mujer","","","1960","","Capital Federal","Escritura","No ficción|Narrativa|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Bel%C3%A9n_Gache",""
"9471","Roberto","Gache","","","Hombre","","","1891","1966","Capital Federal","Escritura","Dramaturgia|Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9472","Héctor Francisco","Gagliardi","","","Hombre","29/11/1909","19/01/1984","1909","1984","Capital Federal","Escritura|Música","Poesía|Autor de letra","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/H%C3%A9ctor_Gagliardi",""
"9198","Raúl","Galán","","","Hombre","23/10/1913","15/01/1963","1913","1963","Jujuy","Escritura","No ficción|Narrativa|Poesía","Diccionario de autores latinoamericanos. 2001","Wikipedia en español","https://es.wikipedia.org/wiki/Ra%C3%BAl_Gal%C3%A1n",""
"9520","Raúl","Galán","","","Hombre","23/10/1913","15/01/1963","1913","1963","Jujuy","Escritura","Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Ra%C3%BAl_Gal%C3%A1n",""
"9521","Norberto","Galasso","","","Hombre","28/07/1936","","1936","","Capital Federal","Escritura","No ficción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Norberto_Galasso",""
"9682","Carlos","Galettini","","","Hombre","23/06/1938","","1938","","Capital Federal","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional","https://es.wikipedia.org/wiki/Carlos_Galettini|http://www.imdb.com/name/nm0302007/|http://www.cinenacional.com/persona/carlos-galettini",""
"9106","Alejandro","Gallardo","","","Hombre","","","1887","1961","Buenos Aires","Escritura","No ficción|Otras","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9107","Justa B.","Gallardo de Salazar Pringles","","","Mujer","","","1884","1977","Buenos Aires","Escritura","No ficción|Periodismo","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9522","Sara","Gallardo Drago Mitre","","","Mujer","23/12/1931","14/06/1988","1931","1988","Capital Federal","Escritura","Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Sara_Gallardo",""
"9523","Elio Vicente","Gallipoli","","","Hombre","","","1944","","Italia","Escritura|Artes escénicas","Dramaturgia","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9524","Osvaldo","Gallone","","","Hombre","","","1959","","Capital Federal","Escritura","No ficción|Narrativa|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9525","Lysandro Z. D.","Galtier","","","Hombre","06/10/1904","30/03/1985","1904","1985","Buenos Aires","Escritura|Artes visuales","Pintura|Otras|Narrativa|Poesía|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Fundación Konex","http://www.fundacionkonex.com.ar/b855-lysandro_z_d_galtier",""
"9199","Manuel","Gálvez","","","Hombre","18/07/1882","14/11/1962","1882","1962","Entre Ríos","Escritura","Narrativa|Periodismo|Poesía|Otras","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Manuel_G%C3%A1lvez",""
"9200","Griselda","Gambaro","","","Mujer","28/07/1928","","1928","","Capital Federal","Escritura","Dramaturgia|Narrativa|Periodismo","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español|Fundación Konex","https://es.wikipedia.org/wiki/Griselda_Gambaro|http://www.fundacionkonex.com.ar/b1376-griselda_gambaro",""
"9526","Carlos","Gamerro","","","Hombre","","","1962","","Capital Federal","Escritura","No ficción|Narrativa|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999","Wikipedia en inglés","https://en.wikipedia.org/wiki/Carlos_Gamerro",""
"9527","Carmen","Gándara","","","Mujer","","","1900","1977","Capital Federal","Escritura","No ficción|Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9528","Elvio Eduardo","Gandolfo","","","Hombre","26/08/1947","","1947","","Mendoza","Escritura","Narrativa|Periodismo|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G|Breve diccionario biográfico de autores argentinos desde 1940. 1999","Wikipedia en español|Fundación Konex","https://es.wikipedia.org/wiki/Elvio_Gandolfo|http://www.fundacionkonex.com.ar/b4643-elvio_e_gandolfo",""
"9529","Esteban","Gandulfo","","","Hombre","","","1944","","Capital Federal","Escritura","Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9530","Mario","Ganora","","","Hombre","","","1954","","Capital Federal","Escritura","Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9531","Gonzalo","Garcés","","","Hombre","16/08/1974","","1974","","Capital Federal","Escritura","Narrativa|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Gonzalo_Garc%C3%A9s",""
"9108","Baldomero","García","","","Hombre","27/02/1799","27/02/1870","1799","1870","Buenos Aires","Escritura","No ficción|Periodismo","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","Wikipedia en español","https://es.wikipedia.org/wiki/Baldomero_Garc%C3%ADa",""
"9109","Juan Agustín","García","","","Hombre","12/04/1862","23/06/1923","1862","1923","Buenos Aires","Escritura","Crónica|No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","Wikipedia en español","https://es.wikipedia.org/wiki/Juan_Agust%C3%ADn_Garc%C3%ADa",""
"9532","Germán Leopoldo","García","","","Hombre","25/12/1944","","1944","","Buenos Aires","Escritura","No ficción|Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Germ%C3%A1n_Garc%C3%ADa",""
"9110","Manuel Rafael","García","","","Hombre","10/11/1826","05/04/1887","1826","1887","Buenos Aires","Escritura","No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","Wikipedia en español","https://es.wikipedia.org/wiki/Manuel_Rafael_Garc%C3%ADa_Aguirre",""
"9111","Flora","García Black de Gómez Langenheim","","Carmen Arolf","Mujer","","","1896","1976","Buenos Aires","Escritura","","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9533","Néstor","García Canclini","","","Hombre","01/12/1939","","1939","","Buenos Aires","Escritura","No ficción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español|Fundación Konex","https://es.wikipedia.org/wiki/N%C3%A9stor_Garc%C3%ADa_Canclini|http://www.fundacionkonex.org/b673-nestor_garcia_canclini",""
"9417","Fernando","García del Molino","","","Hombre","23/03/1813","","1813","1899","Chile","Artes visuales","Dibujo|Pintura","23 pintores de la Argentina. 1810-1900. 1978","Wikipedia en español","https://es.wikipedia.org/wiki/Fernando_Garc%C3%ADa_del_Molino",""
"9683","Manuel","García Ferré","","","Hombre","08/10/1929","28/03/2013","1929","2013","España","Audiovisual","Dirección cinematográfica|Historietista","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Wikipedia en español|Internet Movie Database (IMDb)|Cine Nacional|Fundación Konex","https://es.wikipedia.org/wiki/Manuel_Garc%C3%ADa_Ferr%C3%A9|http://www.imdb.com/name/nm0305659/|http://www.cinenacional.com/persona/manuel-garcia-ferre|http://www.fundacionkonex.com.ar/b778-manuel-garcia-ferre",""
"9534","Fernanda","García Lao","","","Mujer","06/10/1966","","1966","","Mendoza","Escritura|Artes escénicas|Audiovisual","Otras|Dramaturgia|Narrativa","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Fernanda_Garc%C3%ADa_Lao",""
"9546","Raúl","García Luna","","","Hombre","","","1948","","Buenos Aires","Escritura","Narrativa|Periodismo|Otras","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9547","Julia","García Mansilla","","","Mujer","","","","","Catamarca","Escritura","Dramaturgia|Narrativa|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9112","Martín","García Mérou","","","Hombre","14/10/1862","30/05/1905","1862","1905","Buenos Aires","Escritura","Crónica|No ficción","Diccionario de autores latinoamericanos. 2001|Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","Wikipedia en español","https://es.wikipedia.org/wiki/Mart%C3%ADn_Garc%C3%ADa_M%C3%A9rou",""
"9684","Julio","García Ventureira","Julio Garven","","Hombre","23/04/1946","","1946","","Argentina","Audiovisual","Dirección cinematográfica","Cine argentino. Diccionario de realizadores contemporáneos. 1987","Internet Movie Database (IMDb)|Cine Nacional","http://www.imdb.com/name/nm1287287/|http://www.cinenacional.com/persona/julio-garcia-ventureyra",""
"9548","Norberto","García Yudé","","","Hombre","","","","","Córdoba","Escritura","Narrativa|Periodismo","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9549","Carlos","Gardini","","","Hombre","26/08/1948","","1948","","Capital Federal","Escritura","Narrativa|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español|Fundación Konex","https://es.wikipedia.org/wiki/Carlos_Gardini|http://www.fundacionkonex.com.ar/b2135-carlos_gardini",""
"9114","José Ignacio","Garmendia","","","Hombre","19/03/1841","11/06/1925","1841","1925","Buenos Aires","Escritura","Crónica|No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","Wikipedia en español","https://es.wikipedia.org/wiki/Jos%C3%A9_Ignacio_Garmendia_%28militar%29",""
"9550","Florencia","Garramuño","","","Mujer","","","1964","","Santa Fe","Escritura","No ficción|Traducción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9710","Carlota","Garrido de la Peña","","","Mujer","","","1870","1958","Mendoza","Escritura","Narrativa","Narradoras argentinas (1852-1932). 1995","","",""
"9115","Zelmira","Garrigós de Vonderheyde Ugarteche","","","Mujer","","","1872","1957","Buenos Aires","Escritura","No ficción","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9551","Elsa Liliana","Garulli","","","Mujer","","","1956","","Capital Federal","Escritura","No ficción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9116","Julio César","Gascón","","","Hombre","","","1877","","Buenos Aires","Escritura","No ficción|Narrativa|Poesía","Diccionario de escritores de la Provincia de Buenos Aires. Coloniales y siglo XIX. 2010","","",""
"9552","Héctor David","Gatica","","","Hombre","","","1935","","La Rioja","Escritura","Narrativa|Poesía","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9553","Martha","Gavensky","","","Mujer","","","1930","1989","Capital Federal","Escritura","Narrativa|Otras","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Internet Movie Database (IMDb)","http://www.imdb.com/name/nm1164738/",""
"9554","Sandra Viviana","Gayol","","","Mujer","","","1964","","Buenos Aires","Escritura","No ficción","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","","",""
"9201","Juan","Gelman","","","Hombre","03/05/1930","14/01/2014","1930","2014","Capital Federal","Escritura","Periodismo|Poesía|Traducción","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español|Fundación Konex","https://es.wikipedia.org/wiki/Juan_Gelman|http://www.fundacionkonex.com.ar/b1082-juan_gelman",""
"9556","Juan Carlos","Gené","","","Hombre","05/11/1929","31/01/2012","1929","2012","Capital Federal","Escritura|Artes escénicas","Dramaturgia|Narrativa|Otras","Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español|Fundación Konex|Internet Movie Database|Cine Nacional","https://es.wikipedia.org/wiki/Juan_Carlos_Gen%C3%A9|http://www.fundacionkonex.com.ar/b4316-juan_carlos_gen%C3%A9|http://www.imdb.com/name/nm0313247/|http://www.cinenacional.com/persona/juan-carlos-gene",""
"9202","Alberto","Gerchunoff","","","Hombre","01/01/1883","02/03/1950","1883","1950","Rusia","Escritura","Narrativa|Periodismo","Diccionario de autores latinoamericanos. 2001|Diccionario razonado de la literatura y la crítica argentinas. Siglo XX. Tomo 1. A-G","Wikipedia en español","https://es.wikipedia.org/wiki/Alberto_Gerchunoff","{diferencia}{libro=540}{3}{1949}"
